make,manufactured,reg_date,type_of_vehicle,category,transmission,curb_weight,power,engine_cap,no_of_owners,depreciation,coe,road_tax,dereg_value,mileage,omv,arf,price,estimated_price,registration_year
suzuki,2021.0,2021-12-09,van,premium ad car,auto,880.0,,658.0,3.0,8620.0,30607,,22658.0,32539.0,15283.0,765.0,63800.0,99800,2021
bmw,2015.0,2015-09-30,hatchback,"parf car, premium ad car",auto,1360.0,100.0,1499.0,2.0,15840.0,61010,684.0,21440.0,138700.0,26883.0,24637.0,32800.0,225000,2015
nissan,2017.0,2017-11-27,hatchback,"parf car, low mileage car",auto,1048.0,58.0,1198.0,1.0,12270.0,41761,508.0,17311.0,58168.0,13622.0,5000.0,43800.0,79500,2017
maserati,2014.0,2015-06-17,luxury sedan,parf car,auto,1850.0,243.0,2979.0,1.0,31890.0,75801,2362.0,64420.0,112168.0,80003.0,116006.0,85000.0,369000,2015
honda,2016.0,2017-07-14,suv,"parf car, premium ad car",auto,1190.0,96.0,1496.0,3.0,14810.0,42801,682.0,21470.0,133000.0,21980.0,12772.0,52000.0,120000,2017
peugeot,2019.0,2020-07-30,suv,parf car,auto,1430.0,133.0,1598.0,2.0,14820.0,35001,742.0,41024.0,64166.0,24373.0,26123.0,103800.0,187888,2020
mazda,2016.0,2017-03-16,hatchback,parf car,auto,1329.0,88.0,1496.0,1.0,14490.0,50789,682.0,21862.0,80000.0,19498.0,14498.0,44800.0,131888,2017
honda,2018.0,2020-03-26,suv,"parf car, premium ad car, hybrid cars",auto,1280.0,112.0,1496.0,1.0,14380.0,30012,682.0,31892.0,78000.0,26715.0,19401.0,92800.0,114888,2020
volvo,2016.0,2017-02-01,hatchback,parf car,auto,1454.0,90.0,1498.0,1.0,13670.0,50889,684.0,24918.0,98000.0,23513.0,19919.0,44800.0,142000,2017
Honda,2016.0,2017-03-16,hatchback,"parf car, premium ad car",auto,1046.0,96.0,1498.0,2.0,15440.0,49430,684.0,21171.0,129000.0,17647.0,12647.0,48800.0,83200,2017
volvo,2018.0,2019-08-30,hatchback,parf car,auto,1441.0,140.0,1969.0,1.0,15770.0,36901,1176.0,35358.0,68000.0,22799.0,23919.0,92800.0,175000,2019
subaru,2016.0,2016-12-16,suv,"parf car, low mileage car",auto,1480.0,84.0,1600.0,1.0,13440.0,43632,744.0,20180.0,66000.0,16579.0,16579.0,39800.0,101800,2016
audi,2019.0,2019-11-29,luxury sedan,parf car,auto,1480.0,140.0,1984.0,1.0,16610.0,39700,1194.0,50743.0,98000.0,33717.0,39204.0,108888.0,180000,2019
mercedes-benz,2018.0,2019-11-29,luxury sedan,"parf car, premium ad car, hybrid cars",auto,1505.0,145.0,1497.0,1.0,22220.0,40889,684.0,59921.0,78000.0,42178.0,51050.0,146800.0,245000,2019
hyundai,2016.0,2016-10-18,suv,"parf car, premium ad car",auto,1540.0,114.0,1999.0,1.0,16500.0,53001,1212.0,23437.0,115350.0,18394.0,18394.0,47800.0,128000,2016
mercedes-benz,2022.0,2023-02-08,luxury sedan,"parf car, hybrid cars",auto,1915.0,245.0,1991.0,1.0,23580.0,105501,1202.0,137487.0,27000.0,63212.0,70782.0,235800.0,311888,2023
hyundai,2010.0,2010-02-11,mid-sized sedan,"coe car, premium ad car, low mileage car",auto,1264.0,89.0,1591.0,2.0,,16519,1107.0,1656.0,115000.0,11537.0,11537.0,6800.0,112000,2010
mercedes-benz,2009.0,2009-11-12,luxury sedan,"coe car, consignment car",auto,1615.0,135.0,1796.0,4.0,12950.0,31335,1461.0,14517.0,149838.0,51190.0,51190.0,60000.0,322000,2009
toyota,2010.0,2010-06-11,mpv,"coe car, hybrid cars",auto,1970.0,110.0,2362.0,3.0,14490.0,33568,2293.0,20104.0,139831.5,46173.0,27704.0,86800.0,135000,2010
bmw,2019.0,2019-10-17,hatchback,"parf car, sgcarmart warranty cars",auto,1320.0,103.0,1499.0,2.0,18890.0,41361,684.0,50454.0,78000.0,32721.0,37810.0,119800.0,162000,2019
honda,2016.0,2017-04-05,hatchback,"parf car, premium ad car",auto,1046.0,96.0,1498.0,2.0,14830.0,50789,684.0,21563.0,106000.0,17910.0,12910.0,46800.0,83200,2017
mitsubishi,2023.0,2024-08-02,truck,"almost new car, premium ad car",manual,1780.0,,2998.0,1.0,12230.0,56560,,45248.0,5200.0,27881.0,1395.0,121800.0,123000,2024
lexus,2008.0,2008-08-08,luxury sedan,"coe car, premium ad car, low mileage car",auto,1625.0,153.0,2500.0,3.0,14950.0,34991,2700.0,14226.0,131184.0,36635.0,36635.0,60800.0,102000,2008
mitsubishi,2015.0,2015-09-07,truck,-,manual,1780.0,,2477.0,2.0,20870.0,47942,,5490.0,165000.0,15589.0,15589.0,23900.0,107888,2015
lexus,2017.0,2018-01-18,luxury sedan,parf car,auto,1615.0,135.0,2494.0,2.0,20360.0,45289,1792.0,43632.0,140613.0,36195.0,42673.0,92800.0,230000,2018
kia,2018.0,2019-01-25,mid-sized sedan,"parf car, premium ad car",auto,1287.0,93.0,1591.0,2.0,13890.0,25000,738.0,20945.0,78661.0,13737.0,13737.0,69800.0,82688,2019
volkswagen,2008.0,2009-03-02,sports car,"coe car, low mileage car",auto,1645.0,147.0,1984.0,6.0,12910.0,31335,1791.0,14517.0,148663.0,42075.0,42075.0,59800.0,77100,2009
volkswagen,2014.0,2015-07-16,hatchback,"parf car, direct owner sale",auto,1249.0,90.0,1395.0,3.0,16430.0,58700,624.0,9720.0,120000.0,19244.0,9244.0,18888.0,93000,2015
mazda,2021.0,2021-05-28,suv,"parf car, premium ad car, low mileage car",auto,1441.0,121.0,1998.0,1.0,16000.0,58089,1210.0,54718.0,25000.0,19760.0,19760.0,119800.0,136888,2021
audi,2019.0,2020-12-21,luxury sedan,"parf car, premium ad car, low mileage car",auto,1280.0,85.0,999.0,1.0,16060.0,40714,392.0,43396.0,25000.0,22090.0,22926.0,114800.0,171800,2020
Honda,2019.0,2021-10-14,suv,"parf car, sgcarmart warranty cars",auto,1190.0,96.0,1496.0,1.0,13980.0,41801,682.0,38495.0,42000.0,23903.0,10465.0,107800.0,120000,2021
bmw,2019.0,2019-03-26,suv,"parf car, premium ad car",auto,1720.0,185.0,1998.0,2.0,27040.0,35310,1210.0,69799.0,107000.0,57792.0,76026.0,165000.0,298000,2019
Honda,2015.0,2015-10-21,hatchback,"parf car, sgcarmart warranty cars",auto,1040.0,73.0,1318.0,2.0,16630.0,56001,578.0,12327.0,110000.0,13688.0,8688.0,26802.0,82500,2015
Honda,2018.0,2018-07-02,mid-sized sedan,"parf car, premium ad car",auto,1324.0,127.0,1498.0,2.0,19740.0,38501,684.0,33158.0,120000.0,25692.0,27969.0,90800.0,155000,2018
Hyundai,2017.0,2018-01-16,mid-sized sedan,"parf car, premium ad car, low mileage car",auto,1345.0,93.0,1591.0,1.0,14240.0,41400,738.0,22576.0,55000.0,11891.0,11891.0,57000.0,91000,2018
lexus,2011.0,2011-10-17,suv,"coe car, premium ad car, low mileage car",auto,1840.0,138.0,2672.0,1.0,13310.0,58124,2603.0,41929.0,87708.0,45912.0,45912.0,96000.0,158000,2011
mazda,2015.0,2015-04-30,hatchback,parf car,auto,1324.0,88.0,1496.0,1.0,15230.0,61410,682.0,8300.0,110000.0,17817.0,7817.0,14800.0,131888,2015
bmw,2019.0,2019-03-29,suv,"parf car, premium ad car, low mileage car",auto,1660.0,135.0,1998.0,1.0,23910.0,37620,1210.0,54578.0,53120.0,43348.0,52688.0,138800.0,186000,2019
audi,2016.0,2016-05-25,luxury sedan,parf car,auto,1310.0,92.0,1395.0,2.0,15560.0,46009,624.0,18378.0,131000.0,25118.0,17166.0,38800.0,162000,2016
mazda,2018.0,2018-12-11,hatchback,parf car,auto,1067.0,85.0,1496.0,4.0,13040.0,23568,682.0,20718.0,74110.0,14479.0,14479.0,65800.0,102800,2018
Honda,2019.0,2019-11-21,stationwagon,parf car,auto,1130.0,95.0,1496.0,2.0,14880.0,27000,682.0,21998.0,49125.0,19762.0,9762.0,85800.0,125000,2019
nissan,2015.0,2015-10-06,suv,"parf car, sgcarmart warranty cars",auto,1285.0,85.0,1197.0,1.0,13710.0,57498,508.0,14419.0,130000.0,18413.0,13413.0,23500.0,124800,2015
Hyundai,2011.0,2011-07-28,mid-sized sedan,"coe car, premium ad car",auto,1267.0,95.0,1591.0,4.0,13330.0,20699,959.0,7418.0,170000.0,11136.0,11136.0,23888.0,116000,2011
hyundai,2017.0,2017-10-19,mid-sized sedan,"parf car, consignment car",auto,1345.0,93.0,1591.0,3.0,15090.0,42902,738.0,22880.0,95000.0,14549.0,14549.0,54500.0,121800,2017
hyundai,2019.0,2019-09-13,hatchback,parf car,auto,1240.0,95.0,1353.0,1.0,14920.0,26667,600.0,28246.0,106000.0,19007.0,19007.0,87800.0,122000,2019
audi,2015.0,2015-05-29,luxury sedan,parf car,auto,1645.0,140.0,1798.0,2.0,19750.0,78001,976.0,28396.0,110000.0,44570.0,44398.0,37888.0,235000,2015
hino,2019.0,2019-04-18,truck,-,manual,3320.0,,4009.0,2.0,17090.0,13589,,6579.0,76000.0,35538.0,1777.0,82800.0,160000,2019
porsche,2011.0,2012-01-18,sports car,"coe car, low mileage car",auto,1760.0,300.0,3605.0,3.0,17780.0,66387,4332.0,48508.0,110000.0,104472.0,104472.0,129888.0,396000,2012
hyundai,2016.0,2017-02-06,suv,parf car,auto,1891.0,138.0,2359.0,3.0,19180.0,51109,1634.0,29223.0,77000.0,24417.0,26184.0,63800.0,158000,2017
audi,2014.0,2015-03-31,luxury sedan,parf car,auto,1565.0,132.0,1984.0,2.0,16420.0,71889,1194.0,25715.0,112168.0,39521.0,42330.0,31559.0,265000,2015
bmw,2017.0,2017-10-17,luxury sedan,"parf car, premium ad car",auto,1450.0,135.0,1998.0,2.0,20900.0,49012,1210.0,43663.0,72477.0,40223.0,43313.0,87800.0,228000,2017
toyota,2019.0,2019-08-14,mpv,"parf car, premium ad car, hybrid cars",auto,1610.0,100.0,1797.0,3.0,21570.0,52502,974.0,46694.0,58410.0,33738.0,29234.0,126000.0,182888,2019
nissan,2010.0,2011-05-21,van,coe car,manual,1280.0,,1461.0,2.0,11530.0,16400,,5347.0,139831.5,23976.0,1199.0,18800.0,58300,2011
audi,2010.0,2010-09-30,luxury sedan,coe car,auto,1450.0,118.0,1798.0,2.0,17350.0,16457,1366.0,3282.0,160000.0,36125.0,36125.0,17300.0,144000,2010
volkswagen,2017.0,2018-07-31,mpv,"parf car, premium ad car",auto,1790.0,162.0,1984.0,1.0,18200.0,32551,1194.0,39876.0,71000.0,35333.0,41467.0,93000.0,185000,2018
subaru,2017.0,2018-01-29,suv,parf car,auto,1591.0,110.0,1995.0,2.0,14210.0,38064,1208.0,21712.0,118083.0,13108.0,13108.0,55800.0,150000,2018
mazda,2006.0,2007-01-09,sports car,"coe car, premium ad car, low mileage car",auto,1340.0,158.0,1308.0,3.0,15680.0,50645,858.0,12210.0,106000.0,25825.0,28408.0,37800.0,70500,2007
honda,2023.0,2024-05-16,van,"almost new car, premium ad car",auto,940.0,,658.0,1.0,8640.0,67162,,66628.0,5200.0,16816.0,841.0,85700.0,116000,2024
Honda,2008.0,2008-07-09,hatchback,"coe car, premium ad car, low mileage car",auto,1010.0,73.0,1339.0,5.0,11000.0,37165,885.0,14805.0,148000.0,12212.0,12212.0,43800.0,75000,2008
mercedes-benz,2021.0,2023-08-01,luxury sedan,"parf car, almost new car, premium ad car, hybrid cars",auto,1700.0,155.0,1991.0,1.0,24450.0,119399,1202.0,156394.0,9800.0,47975.0,63153.0,254800.0,325000,2023
honda,2007.0,2007-10-25,mpv,coe car,auto,1640.0,147.0,2354.0,4.0,12730.0,50451,2442.0,16946.0,147000.0,26188.0,28807.0,42800.0,177000,2007
audi,2016.0,2016-12-30,suv,"parf car, consignment car, low mileage car",auto,1845.0,132.0,1984.0,1.0,20470.0,51109,1194.0,37392.0,65000.0,35276.0,41387.0,71000.0,185000,2016
kia,2018.0,2019-04-29,mid-sized sedan,"parf car, consignment car",auto,1287.0,93.0,1591.0,3.0,14480.0,25501,738.0,25532.0,96000.0,18728.0,18728.0,79888.0,48000,2019
bmw,2015.0,2015-09-30,hatchback,"parf car, premium ad car",auto,1360.0,100.0,1499.0,1.0,12980.0,62101,684.0,21054.0,155000.0,26883.0,24637.0,28000.0,225000,2015
mitsubishi,2017.0,2017-05-11,suv,"parf car, premium ad car",auto,1625.0,123.0,2360.0,2.0,15350.0,54405,1636.0,30504.0,116083.0,23236.0,24531.0,56800.0,116888,2017
mitsubishi,2019.0,2019-09-27,truck,premium ad car,auto,2480.0,,2998.0,1.0,16230.0,25502,,13478.0,62000.0,39775.0,1989.0,85800.0,95000,2019
toyota,2015.0,2015-10-14,mpv,"parf car, direct owner sale",auto,2065.0,134.0,2494.0,3.0,33930.0,69001,1792.0,39270.0,105000.0,45427.0,55598.0,72888.0,350000,2015
skoda,2021.0,2022-04-11,suv,"parf car, premium ad car",auto,1572.0,110.0,1395.0,1.0,19520.0,70200,624.0,77854.0,25500.0,27547.0,30566.0,167988.0,121800,2022
Toyota,2010.0,2010-05-10,mid-sized sedan,"coe car, premium ad car",auto,1195.0,80.0,1598.0,2.0,9760.0,32875,1113.0,19131.0,139831.5,16716.0,16716.0,56800.0,101000,2010
mercedes-benz,2007.0,2007-09-19,luxury sedan,"coe car, premium ad car",auto,1490.0,135.0,1796.0,5.0,16650.0,52660,1461.0,13850.0,147000.0,41813.0,45995.0,43800.0,197000,2007
bmw,2015.0,2016-04-07,hatchback,"parf car, premium ad car",auto,1395.0,85.0,1496.0,4.0,16180.0,45504,1082.0,18910.0,127000.0,26713.0,19399.0,39000.0,171000,2016
toyota,2007.0,2007-08-03,mpv,"coe car, premium ad car",auto,1700.0,125.0,2362.0,5.0,14360.0,50972,2457.0,15543.0,171876.0,27562.0,30319.0,43800.0,193000,2007
hyundai,2009.0,2009-05-27,mid-sized sedan,"coe car, consignment car",auto,1264.0,89.0,1591.0,1.0,10180.0,26175,1107.0,12550.0,160000.0,11465.0,4354.0,48800.0,105000,2009
bmw,2018.0,2022-12-14,sports car,"imported used vehicle, parf car, rare & exotic, low mileage car",auto,1940.0,460.0,4395.0,1.0,,105501,4568.0,,10000.0,73020.0,103436.0,439888.0,501000,2022
mercedes-benz,2015.0,2016-04-19,sports car,"parf car, low mileage car",auto,2030.0,335.0,4663.0,3.0,69390.0,47604,4988.0,147469.0,54500.0,145523.0,233942.0,233888.0,591000,2016
skoda,2019.0,2019-12-30,luxury sedan,"parf car, direct owner sale",auto,1663.0,132.0,1798.0,2.0,15220.0,37989,976.0,41882.0,82000.0,26624.0,29274.0,99000.0,164800,2019
ferrari,2016.0,2017-01-06,sports car,"parf car, direct owner sale, rare & exotic, low mileage car",auto,1515.0,493.0,3902.0,3.0,175350.0,56206,3796.0,277919.0,41600.0,259571.0,439228.0,668800.0,1000000,2017
mercedes-benz,2019.0,2020-10-26,suv,parf car,auto,1435.0,90.0,1595.0,1.0,18130.0,37334,740.0,43860.0,71000.0,24856.0,26799.0,128800.0,198000,2020
subaru,2017.0,2017-05-27,suv,parf car,auto,1591.0,110.0,1995.0,2.0,14560.0,54406,1208.0,23986.0,95000.0,14835.0,14835.0,47800.0,150000,2017
volvo,2015.0,2015-09-03,suv,parf car,auto,1722.0,180.0,1969.0,2.0,20190.0,60101,1176.0,28808.0,110000.0,34851.0,40792.0,41800.0,200000,2015
bmw,2022.0,2022-10-31,sports car,"parf car, direct owner sale, rare & exotic, low mileage car",auto,1730.0,375.0,2993.0,2.0,48780.0,110000,2378.0,214113.0,4000.0,103705.0,168151.0,488888.0,411000,2022
mercedes-benz,2017.0,2018-05-02,luxury sedan,parf car,auto,1430.0,90.0,1595.0,1.0,18460.0,37000,740.0,30682.0,76688.0,31134.0,25588.0,82888.0,186000,2018
toyota,2008.0,2008-08-13,suv,"coe car, premium ad car, low mileage car",auto,1600.0,118.0,2362.0,2.0,11810.0,36888,2457.0,14927.0,118000.0,26281.0,26281.0,47800.0,170000,2008
mercedes-benz,2020.0,2020-06-26,suv,"parf car, premium ad car, hybrid cars",auto,1825.0,200.0,1991.0,2.0,28540.0,34900,1202.0,86914.0,56000.0,64559.0,88207.0,213888.0,360000,2020
honda,2016.0,2016-09-21,stationwagon,"parf car, premium ad car",auto,1130.0,97.0,1496.0,2.0,15130.0,51506,682.0,17050.0,93000.0,18966.0,8966.0,38800.0,112000,2016
opel,2018.0,2019-08-28,luxury sedan,"parf car, premium ad car",auto,1447.0,121.0,1490.0,2.0,13190.0,40512,680.0,48092.0,57000.0,32045.0,36863.0,85000.0,150000,2019
mini,2019.0,2020-01-22,sports car,"parf car, direct owner sale",auto,1550.0,225.0,1998.0,2.0,26770.0,42020,1210.0,68431.0,54000.0,48454.0,59836.0,180000.0,258000,2020
subaru,2017.0,2017-11-18,mid-sized sedan,parf car,auto,1449.0,84.0,1600.0,2.0,13230.0,47112,744.0,23915.0,96732.0,13102.0,13102.0,49800.0,105000,2017
mercedes-benz,2019.0,2020-08-12,suv,parf car,auto,1435.0,90.0,1595.0,1.0,16920.0,32699,740.0,43808.0,117000.0,28512.0,31917.0,118800.0,198000,2020
citroen,2015.0,2016-03-16,hatchback,"parf car, premium ad car",auto,1320.0,88.0,1560.0,1.0,13550.0,46651,1144.0,13741.0,110000.0,23684.0,10158.0,28800.0,89200,2016
mercedes-benz,2023.0,2023-10-25,luxury sedan,"parf car, almost new car, premium ad car, low mileage car, hybrid cars",auto,1505.0,96.0,1332.0,1.0,20660.0,104000,586.0,111031.0,7734.0,32220.0,37108.0,208800.0,201000,2023
nissan,2015.0,2016-02-26,suv,"parf car, premium ad car",auto,1285.0,85.0,1197.0,2.0,12990.0,46651,508.0,15324.0,110000.0,18454.0,13454.0,28800.0,94788,2016
audi,2014.0,2015-01-27,luxury sedan,parf car,auto,1310.0,92.0,1395.0,4.0,,65001,624.0,12395.0,138000.0,30396.0,19555.0,18800.0,149800,2015
mazda,2017.0,2017-10-30,mid-sized sedan,parf car,auto,1310.0,88.0,1496.0,1.0,11170.0,51600,682.0,23082.0,98600.0,15108.0,10108.0,40800.0,134800,2017
mini,2016.0,2016-06-14,sports car,"parf car, premium ad car, low mileage car",auto,1335.0,135.0,1598.0,3.0,17010.0,56000,742.0,28637.0,77065.0,28400.0,31760.0,49800.0,118000,2016
porsche,2011.0,2011-05-03,suv,"coe car, premium ad car",auto,2105.0,220.0,3598.0,4.0,17920.0,40014,4651.0,25236.0,160000.0,89361.0,89361.0,113000.0,365000,2011
Mercedes-Benz,2019.0,2020-07-28,sports car,"parf car, rare & exotic, low mileage car",auto,2120.0,470.0,3982.0,1.0,74070.0,35001,3922.0,205967.0,29500.0,152667.0,246801.0,565000.0,512000,2020
mercedes-benz,2018.0,2019-01-22,hatchback,parf car,auto,1375.0,120.0,1332.0,2.0,19570.0,31001,586.0,40399.0,83500.0,32368.0,37316.0,108800.0,188000,2019
mercedes-benz,2020.0,2021-03-29,luxury sedan,"parf car, premium ad car",auto,1380.0,96.0,1332.0,1.0,17940.0,38786,586.0,52336.0,38000.0,31279.0,35791.0,135800.0,186888,2021
peugeot,2016.0,2017-06-23,van,premium ad car,auto,1460.0,,1560.0,1.0,11530.0,38501,,11624.0,77500.0,19160.0,958.0,34800.0,104000,2017
ssangyong,2015.0,2015-09-18,mpv,"parf car, premium ad car",auto,2080.0,114.0,1998.0,3.0,18430.0,60101,1810.0,23373.0,115000.0,26597.0,29236.0,37800.0,123000,2015
honda,2008.0,2010-01-29,sports car,"coe car, consignment car",manual,1270.0,165.0,1998.0,6.0,24080.0,35411,1815.0,17269.0,145000.0,35228.0,35228.0,117500.0,275000,2010
bmw,2012.0,2013-03-29,luxury sedan,coe car,auto,1405.0,100.0,1598.0,4.0,12390.0,74099,890.0,59279.0,170000.0,33238.0,28534.0,99888.0,200000,2013
mercedes-benz,2019.0,2020-10-14,luxury sedan,"parf car, premium ad car",auto,1410.0,100.0,1332.0,1.0,20980.0,40690,586.0,62491.0,69800.0,41012.0,49417.0,155800.0,192000,2020
hyundai,2022.0,2023-04-17,mpv,parf car,auto,2276.0,200.0,3470.0,1.0,22370.0,115501,3122.0,133739.0,29000.0,35831.0,42164.0,218888.0,270000,2023
Hyundai,2022.0,2022-06-29,mid-sized sedan,parf car,auto,1280.0,90.0,1598.0,1.0,14590.0,74989,742.0,64049.0,23000.0,19600.0,5000.0,119800.0,91800,2022
mercedes-benz,2015.0,2016-04-22,hatchback,"parf car, premium ad car",auto,1395.0,90.0,1595.0,1.0,18400.0,43000,740.0,18707.0,91000.0,23253.0,19555.0,43800.0,190000,2016
volvo,2018.0,2018-05-08,suv,"parf car, premium ad car",auto,1683.0,185.0,1969.0,2.0,22260.0,37605,1176.0,32943.0,90096.0,25816.0,28143.0,100800.0,232000,2018
audi,2007.0,2007-11-26,sports car,"coe car, low mileage car",auto,1565.0,309.0,4163.0,6.0,37250.0,50972,6309.0,15571.0,105000.0,148684.0,163553.0,113800.0,420000,2007
porsche,2008.0,2009-01-21,sports car,"coe car, low mileage car",auto,1390.0,180.0,2687.0,3.0,22600.0,31553,3027.0,14350.0,140000.0,66899.0,66899.0,102800.0,175000,2009
bmw,2017.0,2017-11-03,suv,"parf car, premium ad car",auto,1430.0,100.0,1499.0,3.0,17730.0,52000,684.0,37311.0,92672.0,31845.0,31583.0,73000.0,203000,2017
Toyota,2022.0,2024-06-10,truck,almost new car,manual,1780.0,,2755.0,1.0,11890.0,70589,,70512.0,16579.5,31608.0,1581.0,118800.0,115000,2024
bmw,2001.0,2001-10-16,sports car,"coe car, premium ad car",manual,,,3246.0,6.0,34910.0,34935,4155.0,22004.0,134450.0,74729.0,104621.0,219888.0,356000,2001
volkswagen,2016.0,2017-03-31,mpv,"parf car, premium ad car",auto,1288.0,110.0,1395.0,1.0,17030.0,53001,624.0,27188.0,121110.0,24573.0,21403.0,56800.0,175000,2017
peugeot,2017.0,2017-12-27,suv,"parf car, direct owner sale",auto,1270.0,96.0,1199.0,1.0,13820.0,42900,508.0,24170.0,102000.0,23156.0,14419.0,54888.0,132888,2017
kia,2021.0,2022-04-19,mid-sized sedan,parf car,auto,1287.0,93.0,1591.0,1.0,13930.0,72996,738.0,70886.0,51000.0,19825.0,19825.0,116800.0,115000,2022
bmw,2000.0,2000-11-10,sports car,"coe car, low mileage car",auto,,,1895.0,6.0,15120.0,35411,1635.0,17279.0,149000.0,37334.0,52268.0,73800.0,80000,2000
toyota,2013.0,2014-05-28,hatchback,"coe car, low mileage car",auto,1035.0,73.0,1329.0,2.0,11480.0,39241,584.0,38273.0,76952.0,22342.0,8279.0,55999.0,85800,2014
land rover,2020.0,2021-06-21,suv,"parf car, premium ad car",auto,2284.0,221.0,1997.0,1.0,35700.0,62000,1210.0,100513.0,48000.0,58163.0,76694.0,285888.0,246000,2021
audi,2015.0,2015-08-28,suv,"parf car, premium ad car",auto,1970.0,260.0,2995.0,2.0,28710.0,69001,2380.0,50186.0,126300.0,58302.0,76944.0,73000.0,253000,2015
lexus,2018.0,2019-07-26,suv,"parf car, premium ad car",auto,1485.0,127.0,1987.0,2.0,19470.0,35906,1198.0,46503.0,90000.0,35007.0,41010.0,117000.0,178000,2019
mini,2012.0,2012-03-27,sports car,"coe car, low mileage car",auto,1155.0,135.0,1598.0,4.0,10880.0,59179,965.0,45576.0,98300.0,28781.0,28781.0,83800.0,60000,2012
jaguar,2005.0,2006-03-24,luxury sedan,coe car,auto,1500.0,114.0,2099.0,4.0,16610.0,50932,1995.0,8219.0,208000.0,35625.0,39188.0,26800.0,38000,2006
volvo,2015.0,2015-06-12,luxury sedan,"parf car, low mileage car",auto,1549.0,84.0,1560.0,1.0,13810.0,66000,1144.0,14209.0,68000.0,29416.0,18183.0,19800.0,176000,2015
audi,2009.0,2009-05-26,suv,"coe car, premium ad car",auto,1740.0,155.0,1984.0,6.0,14940.0,35411,1791.0,17279.0,149838.0,44757.0,44757.0,72888.0,220000,2009
mercedes-benz,2007.0,2007-11-26,luxury sedan,"coe car, direct owner sale, low mileage car",auto,1580.0,135.0,1796.0,5.0,13580.0,50168,1461.0,17291.0,159000.0,34073.0,37481.0,46800.0,205000,2007
isuzu,2019.0,2020-11-20,truck,"premium ad car, low mileage car",manual,1640.0,,1898.0,1.0,12250.0,25006,,16086.0,1800.0,26885.0,1345.0,78800.0,64900,2020
lexus,2021.0,2021-02-25,luxury sedan,"parf car, direct owner sale, low mileage car",auto,1655.0,232.0,3456.0,1.0,28010.0,46002,3100.0,79360.0,32000.0,51515.0,64727.0,220000.0,321000,2021
peugeot,2015.0,2015-11-27,luxury sedan,"parf car, premium ad car",auto,1410.0,121.0,1598.0,3.0,13370.0,61103,742.0,21884.0,89800.0,27445.0,25423.0,30000.0,195000,2015
mini,2019.0,2019-05-09,hatchback,"parf car, direct owner sale",auto,1225.0,75.0,1499.0,2.0,16490.0,26170,684.0,25715.0,63000.0,26586.0,19221.0,86888.0,165000,2019
honda,2016.0,2016-11-11,suv,"parf car, premium ad car",auto,1190.0,96.0,1496.0,4.0,12380.0,52668,682.0,18580.0,128575.0,21234.0,11728.0,33000.0,120000,2016
Honda,2016.0,2016-08-08,suv,"parf car, premium ad car, sgcarmart warranty cars",auto,1190.0,96.0,1496.0,3.0,13940.0,53000,682.0,17192.0,87000.0,19704.0,9704.0,34800.0,120000,2016
lamborghini,2012.0,2012-04-18,sports car,"coe car, rare & exotic, premium ad car, low mileage car",auto,1690.0,515.0,6498.0,3.0,75410.0,83464,10213.0,65079.0,31000.0,383983.0,383983.0,588000.0,1500000,2012
bmw,2016.0,2016-05-12,luxury sedan,"parf car, premium ad car",auto,1770.0,240.0,2998.0,3.0,31070.0,51010,2384.0,74366.0,89000.0,80847.0,117525.0,118000.0,380000,2016
honda,2008.0,2009-06-01,mpv,"coe car, premium ad car, low mileage car",auto,1680.0,132.0,2354.0,3.0,11630.0,33018,2442.0,15831.0,139000.0,35427.0,35427.0,55800.0,158000,2009
